"fb_t_id" "fb_g_id" "gene" "half_life" "rank" "quantile" "dmso_polii" "dmso_tbp" "dmso_tfiib" "dmso_tfiif" "dmso_nelfe" "pro_cap" "DPE" "DRE" "Inr" "MTE" "PB" "TATA" "Motif1" "Motif6" "Motif7" "TCT"
"1953" "FBtr0333108" "FBgn0260442" "rhea" "7.16" 120 "q1" 8.0730323249063 6.66090853735683 5.71443837942737 6.31988324448093 7.60443449673805 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"973" "FBtr0084276" "FBgn0020278" "loco" "7.16" 121 "q1" 8.0553878771368 6.13572444251184 5.72955560238734 5.77295136034656 7.49702275936979 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1897" "FBtr0331966" "FBgn0050497" "CG30497" "7.19" 122 "q1" 7.76515936639983 5.57587365414809 5.54783240099269 6.09980482086405 7.15868505685255 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"1140" "FBtr0086618" "FBgn0034399" "CG15083" "7.23" 123 "q1" 7.31224460512073 6.86409975160216 8.65668377534864 8.06190123876111 5.79842736805738 "T" "T" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"998" "FBtr0084537" "FBgn0026576" "CG5991" "7.24" 124 "q1" 9.36223864885576 7.04122678235374 10.1699154687555 10.1532051139416 7.89623430639902 "T" "F" "F" "T" "F" "F" "F" "F" "F" "T" "F"
"491" "FBtr0077243" "FBgn0025814" "Mgstl" "7.25" 125 "q1" 8.74254146132699 7.78741531009439 6.43632839165674 6.4622641926427 7.94703392763599 "T" "F" "F" "T" "F" "F" "T" "F" "F" "F" "F"
"425" "FBtr0076189" "FBgn0036144" "GlcAT-P" "7.26" 126 "q1" 8.30296548970808 7.41977211900779 6.27842778048916 7.17052387224795 7.37779854181131 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"39" "FBtr0070777" "FBgn0029766" "CG15784" "7.28" 127 "q1" 7.48411509054402 8.07647889376193 6.65519766355403 7.19347268585063 6.47691610181143 "T" "F" "F" "T" "F" "F" "T" "F" "F" "F" "F"
"527" "FBtr0078066" "FBgn0031263" "CG2789" "7.29" 128 "q1" 7.6173819571681 7.19202951396456 7.39914355949636 7.40277941213326 7.01137076672408 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"1094" "FBtr0086029" "FBgn0000043" "Act42A" "7.3" 129 "q1" 8.77170439594146 6.58818019924033 6.55670416371268 6.57191126719576 8.06378545898126 "T" "F" "F" "F" "F" "F" "F" "T" "F" "F" "F"
"2215" "FBtr0343765" "FBgn0002781" "mod(mdg4)" "7.3" 130 "q1" 8.73766251665416 6.43087909530812 6.88099157934171 7.21429650693168 8.29128317564001 "T" "F" "T" "F" "F" "T" "F" "F" "F" "F" "F"
"621" "FBtr0079028" "FBgn0031678" "CG31918" "7.3" 131 "q1" 4.87004840366954 4.10545097466189 4.25833766160412 4.29199351842592 4.59754627151897 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"180" "FBtr0072679" "FBgn0010786" "l(3)02640" "7.3" 132 "q1" 8.43181906559833 7.91099647470822 6.7609302245465 7.08577333491936 7.76637625303616 "T" "F" "F" "T" "F" "T" "F" "F" "T" "T" "F"
"1288" "FBtr0088405" "FBgn0033483" "egr" "7.35" 133 "q1" 7.62965545892717 6.54710556556142 5.55002700350303 6.13252931677605 7.43950403584413 "T" "F" "F" "T" "T" "T" "F" "F" "F" "F" "F"
"662" "FBtr0079532" "FBgn0031971" "Sirup" "7.36" 134 "q1" 8.69213100159638 8.74974386865565 8.22202625913379 8.73736477927601 8.0468207652743 "T" "F" "F" "F" "T" "F" "T" "F" "F" "F" "F"
"585" "FBtr0078721" "FBgn0037370" "CG1236" "7.37" 135 "q1" 5.64669275169014 4.48177830386333 4.67456875934756 4.76711405773706 4.81391804087614 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"159" "FBtr0072427" "FBgn0015801" "Reg-5" "7.38" 136 "q1" 9.05495978276182 7.42368305368098 6.08942087966981 7.30177015927188 8.32901601241953 "T" "T" "F" "F" "F" "T" "F" "F" "F" "T" "F"
"1310" "FBtr0088595" "FBgn0033401" "CG1968" "7.42" 137 "q1" 5.00919082546017 4.19840518542277 4.20073692176642 4.60731997270444 4.8016988118726 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1727" "FBtr0304975" "FBgn0036534" "Dcp2" "7.44" 138 "q1" 6.18735701761949 5.19419231511803 4.82458137546451 4.65523714011907 6.38315974156013 "T" "F" "F" "F" "F" "F" "F" "F" "T" "F" "F"
"2094" "FBtr0337041" "FBgn0053170" "CG33170" "7.46" 139 "q1" 7.1631634825139 5.72570060787182 5.76239813112738 6.15708154112107 6.28167889868786 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1442" "FBtr0100293" "FBgn0022893" "Df31" "7.48" 140 "q1" 8.87186153523289 8.97883618278929 8.07536630702273 8.56002037515752 8.04939333524994 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"787" "FBtr0081423" "FBgn0051674" "CG31674" "7.54" 141 "q1" 6.73677295361518 6.51041619196857 5.7599542829518 5.18854606192009 6.91565650210448 "T" "F" "F" "T" "F" "F" "T" "F" "F" "F" "F"
"44" "FBtr0070858" "FBgn0029824" "CG3726" "7.56" 142 "q1" 8.81258404195182 8.14345904904669 9.71189406718355 10.16522587592 6.51140256923372 "T" "F" "F" "F" "F" "F" "T" "F" "F" "F" "T"
"814" "FBtr0081867" "FBgn0010173" "RpA-70" "7.56" 143 "q1" 6.35418951602557 5.28924489711902 5.6041986916099 5.61895965469571 5.95681967724626 "T" "F" "F" "F" "F" "F" "F" "F" "F" "T" "F"
"2240" "FBtr0344647" "FBgn0266098" "rg" "7.57" 144 "q1" 7.06564556696951 4.70271820615564 5.28941770580697 5.35428500779689 6.84250158926235 "T" "F" "T" "F" "F" "F" "F" "F" "F" "F" "F"
"256" "FBtr0073922" "FBgn0030556" "mRNA-cap" "7.58" 145 "q1" 5.73409376506909 4.39888780059662 4.25833766216579 4.38102669737921 5.44904824510272 "T" "F" "T" "F" "F" "F" "F" "F" "F" "T" "F"
"2037" "FBtr0334681" "FBgn0261599" "RpS29" "7.63" 146 "q1" 7.9370047362786 6.39178310350376 8.75519052531622 8.9140411450066 7.24558067604439 "T" "F" "T" "F" "F" "F" "F" "F" "F" "T" "T"
"460" "FBtr0076688" "FBgn0010350" "CdsA" "7.63" 147 "q1" 8.00601972533494 6.05325285951935 5.90283710640256 6.39257235480819 7.67099306794273 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1872" "FBtr0331410" "FBgn0004654" "Pgd" "7.63" 148 "q1" 7.90001479059477 6.39068222207895 5.96391600163469 5.89843741564657 7.65640028697141 "T" "F" "T" "F" "F" "F" "F" "F" "F" "F" "F"
"750" "FBtr0080982" "FBgn0032640" "Sgt" "7.65" 149 "q1" 4.8518588663989 4.69022332604664 4.8502475898436 4.86260307293645 4.5318922352558 "T" "F" "F" "F" "F" "T" "F" "F" "F" "F" "F"
"102" "FBtr0071708" "FBgn0004362" "HmgD" "7.67" 150 "q1" 7.73760624712979 6.59394774650485 6.56219457073353 6.87061329412842 6.97803166075914 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"296" "FBtr0074406" "FBgn0002590" "RpS5a" "7.67" 151 "q1" 7.95547268644784 6.56764650968839 9.01223591957408 8.82436038874954 6.91618179447433 "T" "F" "F" "F" "F" "F" "F" "F" "F" "T" "T"
"2203" "FBtr0343411" "FBgn0030136" "RpS28b" "7.69" 152 "q1" 8.44210162894803 7.23142891235547 8.95148499807435 8.23014134188911 7.4893874864146 "T" "F" "T" "F" "F" "F" "F" "F" "F" "F" "T"
"1512" "FBtr0113248" "FBgn0261984" "Ire1" "7.7" 153 "q1" 8.30854300375842 6.60169438558211 6.60643104764733 6.471923966819 7.82593140659658 "T" "F" "F" "F" "F" "T" "F" "F" "F" "F" "F"
"1425" "FBtr0091489" "FBgn0053526" "PNUTS" "7.7" 154 "q1" 8.5099720325042 6.65372126329431 6.12804923034934 6.29632899303096 8.63408597902669 "T" "F" "F" "F" "F" "F" "F" "F" "T" "F" "F"
"1896" "FBtr0331932" "FBgn0002593" "RpLP1" "7.73" 155 "q1" 8.18617381110904 6.80457649250267 8.3448743290164 8.76363972260381 7.30764783260116 "T" "F" "F" "F" "F" "F" "F" "T" "T" "F" "T"
"1430" "FBtr0099988" "FBgn0001297" "kay" "7.73" 156 "q1" 8.68254289103612 7.35365116271268 5.87928849236041 6.17949681004723 8.06846038699974 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1805" "FBtr0308687" "FBgn0035087" "CG2765" "7.73" 157 "q1" 8.27126316542034 8.58763151589695 7.34833757575069 8.01333319627911 7.78021694822704 "T" "F" "T" "F" "F" "F" "T" "F" "F" "T" "F"
"1445" "FBtr0100323" "FBgn0037913" "fabp" "7.75" 158 "q1" 8.61936886880291 8.06303786341809 7.48336630659039 7.44973794694498 8.183273813997 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"1871" "FBtr0331408" "FBgn0052230" "CG32230" "7.76" 159 "q1" 6.19387990021831 5.17665372206732 5.14874064017504 5.090473709656 6.273939628606 "T" "F" "F" "F" "F" "F" "F" "F" "F" "T" "F"
"1553" "FBtr0299583" "FBgn0086899" "tlk" "7.76" 160 "q1" 6.24536400571423 5.28701188955964 4.74817377038795 5.20273386883911 5.88003634854012 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"410" "FBtr0075992" "FBgn0036248" "ssp" "7.81" 161 "q1" 6.38546865831931 4.84724543467245 5.66006668376927 5.90284276607872 6.00171577816065 "T" "F" "T" "F" "F" "F" "F" "F" "F" "T" "F"
"1048" "FBtr0085248" "FBgn0003279" "RpL4" "7.82" 162 "q1" 7.5291866786592 6.00558661782121 8.57026707911162 8.62561985938128 6.55808980225563 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "T"
"775" "FBtr0081276" "FBgn0032805" "CG10337" "7.82" 163 "q1" 5.14370979382236 4.95332112416115 4.40252382348064 4.57822273359273 4.77908224709805 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"562" "FBtr0078439" "FBgn0022936" "CycH" "7.83" 164 "q1" 7.63668748553068 6.41799270209601 6.09579278963975 6.61492091960893 7.07040905424017 "T" "F" "F" "F" "F" "F" "F" "F" "T" "F" "F"
"1180" "FBtr0087105" "FBgn0003274" "RpLP2" "7.84" 165 "q1" 7.5816296896943 6.19592813800924 8.72113880456556 8.71610570282251 6.32670215899972 "T" "F" "F" "F" "F" "F" "F" "F" "T" "F" "T"
"31" "FBtr0070611" "FBgn0028665" "VhaAC39-1" "7.89" 166 "q1" 5.13766833075824 4.37289676682809 4.49355366684345 4.28167515958524 5.18068965099385 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1940" "FBtr0332954" "FBgn0030329" "prtp" "7.89" 167 "q1" 6.76564272166125 5.13050411982087 5.03397755901055 5.50567031542113 6.17838235868913 "T" "F" "T" "F" "F" "F" "F" "F" "F" "T" "F"
"84" "FBtr0071494" "FBgn0003204" "ras" "7.9" 168 "q1" 10.178885966152 9.06294726211416 8.20183081502565 8.55443501448583 9.48461061150342 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1566" "FBtr0299853" "FBgn0259238" "CG42336" "7.9" 169 "q1" 5.99692463500108 4.83367297897596 5.39690622391934 5.61868217770954 5.84844935024705 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1338" "FBtr0088905" "FBgn0264294" "Cyt-b5" "7.9" 170 "q1" 8.36566662151312 6.66815833052263 6.26086298691579 6.09972338134308 7.98125624590608 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"332" "FBtr0075058" "FBgn0000261" "Cat" "7.91" 171 "q1" 6.88569132456714 6.70195456184197 5.54050818611614 6.24699873848384 6.17239188216341 "T" "F" "T" "F" "F" "F" "T" "F" "F" "F" "F"
"314" "FBtr0074747" "FBgn0031054" "Ssu72" "7.91" 172 "q1" 6.32912934384833 5.02512779544823 5.85149406419117 5.90541593009388 5.81929888006492 "T" "F" "T" "F" "F" "F" "F" "F" "F" "F" "F"
"631" "FBtr0079200" "FBgn0031781" "Arpc4" "7.92" 173 "q1" 5.59967924557117 4.60479730140912 5.16771567713896 5.25100765701179 5.21262400473627 "T" "F" "F" "F" "F" "F" "F" "F" "T" "F" "F"
"1971" "FBtr0333357" "FBgn0036271" "Pbgs" "7.95" 174 "q1" 5.23546292697442 4.72570060543435 4.57250032882391 4.44748275212276 4.79842280269237 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"829" "FBtr0082118" "FBgn0037705" "mura" "7.95" 175 "q1" 7.33196470945984 6.80885231341169 5.59159588828974 5.96571849567053 6.93577011902249 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1860" "FBtr0331167" "FBgn0259150" "CG42265" "7.96" 176 "q1" 5.45435201765846 4.15708447379606 2.97466085888246 4.2723200305751 4.96543873460879 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"1473" "FBtr0111268" "FBgn0262117" "IntS3" "7.96" 177 "q1" 6.60369970256402 4.94387490786807 4.58680678883263 4.55065206156748 6.33555216159344 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1408" "FBtr0089913" "FBgn0261648" "salm" "7.97" 178 "q1" 6.1376580993506 6.8413016136079 4.78325480881137 4.348978240698 5.96224543838522 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1261" "FBtr0088013" "FBgn0014184" "Oda" "8.03" 179 "q1" 7.66019531687093 8.77626888816985 7.00704208519572 7.86752429033471 7.09330953650568 "T" "F" "F" "T" "F" "F" "T" "F" "T" "F" "F"
"22" "FBtr0070393" "FBgn0023549" "Mct1" "8.05" 180 "q1" 6.41252386071266 4.98955208250266 4.40920736105257 5.05745574914953 6.09091626285351 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"567" "FBtr0078485" "FBgn0037150" "CG7133" "8.05" 181 "q1" 6.19235997169184 5.21259513884701 5.05194827926806 4.80759028798738 6.14543159752811 "T" "F" "F" "F" "F" "F" "F" "F" "F" "T" "F"
"2181" "FBtr0342974" "FBgn0030805" "wus" "8.06" 182 "q1" 5.66665451665517 5.42755302332979 5.39494430976305 5.47411910330983 5.31431423427811 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"2232" "FBtr0344373" "FBgn0266411" "sima" "8.09" 183 "q1" 7.29328684541254 6.72951184890153 5.34188367657359 6.48669100365358 6.67890619105212 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"518" "FBtr0077909" "FBgn0000579" "Eno" "8.1" 184 "q1" 7.56880503478346 6.64458214966238 5.89290102488335 6.11562979031336 6.79112281837024 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"2195" "FBtr0343325" "FBgn0025621" "CG16989" "8.11" 185 "q1" 6.53663329947074 4.59275904016205 4.70763284880068 4.94065907828715 6.32213271044023 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"687" "FBtr0079846" "FBgn0015393" "hoip" "8.13" 186 "q1" 7.86828191965072 5.89758202123625 5.90546009193771 6.01365297010379 7.28432515135873 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1318" "FBtr0088650" "FBgn0050349" "CG30349" "8.15" 187 "q1" 6.68379023446029 5.3719349588559 5.41289128189911 5.5587954166256 6.03837849928075 "T" "F" "F" "F" "F" "F" "F" "F" "F" "T" "F"
"1292" "FBtr0088433" "FBgn0263260" "sel" "8.17" 188 "q1" 6.53290713527151 4.47439605584208 4.81508213764976 4.76864565600504 5.85107863857456 "T" "F" "T" "F" "F" "F" "F" "F" "F" "F" "F"
"1342" "FBtr0088937" "FBgn0042135" "CG18812" "8.18" 189 "q1" 7.92759005341391 7.16605174974458 6.43672098588957 7.71898186698185 7.58776130796188 "T" "F" "F" "T" "T" "T" "F" "F" "F" "F" "F"
"1941" "FBtr0332962" "FBgn0023526" "CG2865" "8.19" 190 "q1" 9.01688116017425 7.4480252098358 7.2164354729023 7.25574093619333 8.45119498262566 "T" "F" "F" "F" "F" "T" "F" "F" "F" "F" "F"
"2275" "FBtr0345383" "FBgn0036805" "Chmp1" "8.19" 191 "q1" 5.31564915203294 4.41895439617197 4.83386418716347 4.5103777358668 4.82425162300274 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"311" "FBtr0074717" "FBgn0027621" "Pfrx" "8.2" 192 "q1" 7.67552081510812 7.52359066624195 6.86320359609966 7.28729588174486 7.14489886690562 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"2054" "FBtr0335129" "FBgn0031457" "CG3077" "8.2" 193 "q1" 4.67871651346008 4.71700761013896 4.33428857183285 4.37967783370372 4.45860998238231 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"351" "FBtr0075283" "FBgn0036697" "rogdi" "8.2" 194 "q1" 6.64269616554882 5.28598898811259 5.42142787865228 5.4631563614174 6.29371269822003 "T" "F" "F" "F" "F" "F" "F" "F" "T" "F" "F"
"1112" "FBtr0086151" "FBgn0262736" "Vha16-1" "8.23" 195 "q1" 7.83023771664868 6.61807876966642 5.81276514602073 6.50600476691942 7.3372567391404 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"2065" "FBtr0335269" "FBgn0022288" "l(2)09851" "8.24" 196 "q1" 6.6155546117786 4.7566449014076 4.93881229398641 5.15796986719533 5.95156525532132 "T" "F" "F" "F" "F" "F" "F" "T" "T" "F" "F"
"2107" "FBtr0339242" "FBgn0039451" "CG6420" "8.24" 197 "q1" 5.64749968154369 4.81058577095633 5.00027795160319 4.78436776570914 5.57505028718314 "T" "F" "F" "F" "F" "F" "F" "F" "F" "T" "F"
"292" "FBtr0074376" "FBgn0030768" "CG9723" "8.27" 198 "q1" 6.48554833628952 5.21809820619026 5.56282451548056 4.8231512546725 5.80569011014189 "T" "F" "F" "F" "F" "T" "F" "F" "F" "F" "F"
"833" "FBtr0082181" "FBgn0086359" "Invadolysin" "8.27" 199 "q1" 8.95045071639341 6.70472823084135 6.16282637806116 6.27335895198856 8.65220600677489 "T" "F" "F" "F" "F" "T" "F" "F" "F" "F" "F"
"232" "FBtr0073434" "FBgn0015245" "Hsp60" "8.28" 200 "q1" 8.82157417845547 6.79018742188063 6.65681081317565 6.88650981007713 8.61273285912023 "T" "F" "T" "F" "F" "F" "F" "F" "F" "F" "F"
"709" "FBtr0080165" "FBgn0000146" "aub" "8.32" 201 "q1" 5.1397169304764 5.70630539846561 6.07931508029707 6.11381147866988 5.16131397633588 "T" "F" "F" "F" "F" "F" "F" "F" "F" "T" "F"
"1082" "FBtr0085803" "FBgn0039858" "CycG" "8.36" 202 "q1" 8.56038352173453 6.71996557033968 6.04395828451085 6.07725974903354 8.49226007157525 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"1154" "FBtr0086738" "FBgn0265297" "pAbp" "8.36" 203 "q1" 8.96385394703413 6.79831790695087 6.48155254658534 6.27711958630235 9.04974224622158 "T" "F" "T" "F" "F" "T" "F" "F" "F" "T" "F"
"1273" "FBtr0088128" "FBgn0033627" "CG13204" "8.36" 204 "q1" 6.87637303308717 6.74377168444611 5.57441290346 6.01568823998676 6.21201273341813 "T" "F" "F" "T" "F" "T" "F" "F" "F" "F" "F"
"2088" "FBtr0336841" "FBgn0086442" "mib2" "8.4" 205 "q1" 5.92992645681179 5.74535177830911 5.20250338705481 5.22337260744467 5.94970249515918 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"531" "FBtr0078114" "FBgn0001142" "Gs1" "8.44" 206 "q1" 8.56063688964902 7.47789551364881 6.56858047380327 7.25918636042176 8.24483749668311 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"179" "FBtr0072678" "FBgn0035209" "msd1" "8.44" 207 "q1" 6.10195838369418 4.82639746877034 5.02304487517505 5.00221897764333 5.99793844297951 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"221" "FBtr0073264" "FBgn0260985" "RfC4" "8.46" 208 "q1" 6.82521254070377 5.55269297702756 5.81323477683776 6.03043350372666 6.28950569929226 "T" "F" "T" "F" "F" "F" "F" "F" "F" "F" "F"
"2009" "FBtr0333910" "FBgn0024733" "RpL10" "8.48" 209 "q1" 7.90493565983902 6.23063220363929 8.12423631122369 7.98861245775216 7.14589184416685 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "T"
"665" "FBtr0079546" "FBgn0031980" "RpL36A" "8.5" 210 "q1" 6.57235399346663 6.06625801139196 8.80624307095137 8.42227322316643 5.75707157979519 "T" "F" "T" "F" "F" "F" "F" "F" "F" "T" "T"
"1274" "FBtr0088146" "FBgn0082585" "sprt" "8.5" 211 "q1" 6.23064111629431 5.49477305381829 4.65037982870909 4.91415725871237 5.67005646421454 "T" "T" "F" "F" "F" "T" "F" "F" "F" "F" "F"
"1303" "FBtr0088550" "FBgn0029092" "ced-6" "8.54" 212 "q1" 7.72058269879439 6.1153385297943 5.60239519896339 5.8664997091118 6.97606259074515 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"2204" "FBtr0343412" "FBgn0028327" "l(1)G0320" "8.56" 213 "q1" 8.94967715378923 7.0148495287394 7.12177830835556 7.59634475495889 8.28175123258991 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"827" "FBtr0082110" "FBgn0037715" "CG9399" "8.57" 214 "q1" 7.43612470175286 5.96302204071234 5.91437321682739 6.3000198698821 6.57512004979242 "T" "F" "F" "F" "F" "F" "F" "F" "F" "T" "F"
"871" "FBtr0082704" "FBgn0003308" "ry" "8.6" 215 "q1" 5.29418731927773 4.64061450847801 5.4254593212659 5.19028387144214 4.51296687685269 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"2288" "FBtr0345589" "FBgn0264693" "ens" "8.61" 216 "q1" 7.66363543453601 6.10668144776923 5.97181564783988 6.03658300289521 7.4695102487575 "T" "F" "F" "F" "F" "F" "F" "F" "T" "T" "F"
"1290" "FBtr0088414" "FBgn0004907" "14-3-3zeta" "8.64" 217 "q1" 6.92086217385371 7.48908265451512 6.33941321509455 6.21684976087946 6.48374772361348 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"1784" "FBtr0307286" "FBgn0262976" "lawc" "8.64" 218 "q1" 8.5751982823846 7.48292118429055 5.98917404294886 5.78295423691303 8.4314017619055 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"1329" "FBtr0088790" "FBgn0011659" "Mlh1" "8.66" 219 "q1" 4.53256148344586 3.67185525692665 4.52937657944184 4.63050617000382 4.45371565156157 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"811" "FBtr0081824" "FBgn0037533" "CD98hc" "8.67" 220 "q1" 8.39958997120371 6.85005715149478 6.06806612585764 6.1211276500537 7.96805870840766 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"712" "FBtr0080187" "FBgn0032305" "CG6700" "8.69" 221 "q1" 6.6772764704653 5.22710896711134 5.16169900393062 5.84385033567958 6.36409999721689 "T" "F" "F" "F" "F" "T" "F" "F" "F" "F" "F"
"1448" "FBtr0100477" "FBgn0014163" "fax" "8.72" 222 "q1" 8.95053140743136 7.75159850972406 7.2225397387889 7.82893278321617 8.28239531531653 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"111" "FBtr0071802" "FBgn0034688" "CG11474" "8.73" 223 "q1" 7.47405318155351 5.73242006577127 5.47980110810354 5.99208033524674 7.46157870323176 "T" "F" "F" "F" "F" "F" "F" "T" "T" "F" "F"
"2072" "FBtr0335504" "FBgn0025117" "und" "8.82" 224 "q1" 6.24842496046997 4.26046562205415 6.77606208789718 6.58752317593399 5.43505644039746 "T" "F" "F" "F" "F" "F" "F" "F" "F" "T" "F"
"6" "FBtr0070120" "FBgn0003575" "su(s)" "8.84" 225 "q1" 5.94463703556601 5.37824017240379 4.95323253999867 4.95885992013366 6.15360086685768 "T" "F" "F" "F" "F" "F" "F" "F" "T" "F" "F"
"454" "FBtr0076553" "FBgn0263199" "Galk" "8.85" 226 "q1" 7.06237905836025 5.97170809873211 5.0102547908131 5.39346959082081 6.00057439351778 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"925" "FBtr0083565" "FBgn0020238" "14-3-3epsilon" "8.86" 227 "q1" 9.06390147026282 7.28661240919626 6.67371677307006 6.4468482667034 8.92378173171004 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"342" "FBtr0075173" "FBgn0036732" "Oatp74D" "8.88" 228 "q1" 6.72776539089065 6.97979002585254 6.51508549419302 5.69520101342022 6.58150046425054 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"2174" "FBtr0342637" "FBgn0032518" "RpL24" "8.89" 229 "q1" 7.29864505097564 6.52618847091234 8.60572216786569 8.95389730711321 6.05198909805384 "T" "F" "F" "F" "F" "F" "F" "F" "T" "F" "T"
"2114" "FBtr0339403" "FBgn0033446" "CG1648" "8.93" 230 "q1" 5.11837229936688 4.47282370975213 5.28815734024855 4.9586274932781 5.41438813385182 "T" "F" "F" "F" "F" "T" "F" "F" "F" "F" "F"
"1083" "FBtr0085804" "FBgn0039857" "RpL6" "8.93" 231 "q1" 7.32086409029825 5.66989770627332 8.89900276613209 8.8468958680805 6.03431674576742 "T" "F" "F" "F" "F" "F" "F" "F" "T" "F" "T"
"251" "FBtr0073794" "FBgn0010198" "RpS15Aa" "8.96" 232 "q1" 7.90957192530993 5.98751107932213 7.59334040190661 7.47657660073201 6.79512547147091 "T" "F" "T" "F" "F" "F" "F" "F" "F" "F" "T"
"25" "FBtr0070446" "FBgn0029629" "CG8636" "8.96" 233 "q1" 5.97935315094572 4.94054986743138 6.49918610426337 6.33150853038696 5.53540859467487 "T" "F" "T" "F" "F" "F" "F" "F" "T" "F" "F"
"948" "FBtr0083819" "FBgn0014006" "Pk92B" "8.96" 234 "q1" 5.9449137010162 4.63841533634612 4.74450984453839 4.71040672184689 5.70306372231399 "T" "F" "F" "F" "F" "F" "F" "F" "T" "F" "F"
"629" "FBtr0079179" "FBgn0001941" "ifc" "8.96" 235 "q1" 8.78827381890233 7.06696294276984 7.51579566635427 7.14569670513026 8.5884832621151 "T" "F" "T" "F" "F" "F" "F" "F" "F" "T" "F"
"1096" "FBtr0086038" "FBgn0259979" "CG17337" "8.97" 236 "q1" 8.4575751661417 7.06381867119406 7.01114616157445 7.03169088407295 8.3291456297694 "T" "F" "F" "F" "F" "F" "F" "T" "F" "F" "F"
"1769" "FBtr0306535" "FBgn0016694" "Pdp1" "8.98" 237 "q1" 5.48941425499407 5.70358032326785 4.51620326677047 4.71089609831622 5.62573219637784 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"566" "FBtr0078481" "FBgn0000100" "RpLP0" "9" 238 "q1" 8.21204439160644 6.81572724664388 7.73203952933255 7.99246485775136 7.63917310629868 "T" "F" "F" "F" "F" "F" "F" "T" "T" "F" "T"
"762" "FBtr0081138" "FBgn0051793" "CG31793" "9.01" 239 "q1" 5.93172206306552 5.67736919293377 5.55652281363298 5.73915895550003 5.43703226455207 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
